attack_type,pokemon_id,pokemon,def_type1,def_type2,gen1_multiplier,modern_multiplier,dual,differs
poison,136,flareon,fire,,1,1,0,0
poison,137,porygon,normal,,1,1,0,0
poison,138,omanyte,rock,water,1/2,1/2,1,0
poison,139,omastar,rock,water,1/2,1/2,1,0
poison,140,kabuto,rock,water,1/2,1/2,1,0
poison,141,kabutops,rock,water,1/2,1/2,1,0
poison,142,aerodactyl,rock,flying,1/2,1/2,1,0
poison,143,snorlax,normal,,1,1,0,0
poison,144,articuno,ice,flying,1,1,1,0
poison,145,zapdos,electric,flying,1,1,1,0
poison,146,moltres,fire,flying,1,1,1,0
poison,147,dratini,dragon,,1,1,0,0
poison,148,dragonair,dragon,,1,1,0,0
poison,149,dragonite,dragon,flying,1,1,1,0
poison,150,mewtwo,psychic,,1,1,0,0
poison,151,mew,psychic,,1,1,0,0
ground,1,bulbasaur,grass,poison,1,1,1,0
ground,2,ivysaur,grass,poison,1,1,1,0
ground,3,venusaur,grass,poison,1,1,1,0
ground,4,charmander,fire,,2,2,0,0
ground,5,charmeleon,fire,,2,2,0,0
ground,6,charizard,fire,flying,0,0,1,0
ground,7,squirtle,water,,1,1,0,0
ground,8,wartortle,water,,1,1,0,0
ground,9,blastoise,water,,1,1,0,0
ground,10,caterpie,bug,,1/2,1/2,0,0
ground,11,metapod,bug,,1/2,1/2,0,0
ground,12,butterfree,bug,flying,0,0,1,0
ground,13,weedle,bug,poison,1,1,1,0
ground,14,kakuna,bug,poison,1,1,1,0
ground,15,beedrill,bug,poison,1,1,1,0
ground,16,pidgey,normal,flying,0,0,1,0
ground,17,pidgeotto,normal,flying,0,0,1,0
ground,18,pidgeot,normal,flying,0,0,1,0
ground,19,rattata,normal,,1,1,0,0
ground,20,raticate,normal,,1,1,0,0
ground,21,spearow,normal,flying,0,0,1,0
ground,22,fearow,normal,flying,0,0,1,0
ground,23,ekans,poison,,2,2,0,0
ground,24,arbok,poison,,2,2,0,0
ground,25,pikachu,electric,,2,2,0,0
ground,26,raichu,electric,,2,2,0,0
ground,27,sandshrew,ground,,1,1,0,0
ground,28,sandslash,ground,,1,1,0,0
ground,29,nidoran-f,poison,,2,2,0,0
ground,30,nidorina,poison,,2,2,0,0
ground,31,nidoqueen,poison,ground,2,2,1,0
ground,32,nidoran-m,poison,,2,2,0,0
ground,33,nidorino,poison,,2,2,0,0
ground,34,nidoking,poison,ground,2,2,1,0
ground,35,clefairy,normal,,1,1,0,0
ground,36,clefable,normal,,1,1,0,0
ground,37,vulpix,fire,,2,2,0,0
ground,38,ninetales,fire,,2,2,0,0
ground,39,jigglypuff,normal,,1,1,0,0
ground,40,wigglytuff,normal,,1,1,0,0
ground,41,zubat,poison,flying,0,0,1,0
ground,42,golbat,poison,flying,0,0,1,0
ground,43,oddish,grass,poison,1,1,1,0
ground,44,gloom,grass,poison,1,1,1,0
ground,45,vileplume,grass,poison,1,1,1,0
ground,46,paras,bug,grass,1/4,1/4,1,0
ground,47,parasect,bug,grass,1/4,1/4,1,0
ground,48,venonat,bug,poison,1,1,1,0
ground,49,venomoth,bug,poison,1,1,1,0
ground,50,diglett,ground,,1,1,0,0
ground,51,dugtrio,ground,,1,1,0,0
ground,52,meowth,normal,,1,1,0,0
ground,53,persian,normal,,1,1,0,0
ground,54,psyduck,water,,1,1,0,0
ground,55,golduck,water,,1,1,0,0
ground,56,mankey,fighting,,1,1,0,0
ground,57,primeape,fighting,,1,1,0,0
ground,58,growlithe,fire,,2,2,0,0
ground,59,arcanine,fire,,2,2,0,0
ground,60,poliwag,water,,1,1,0,0
ground,61,poliwhirl,water,,1,1,0,0
ground,62,poliwrath,water,fighting,1,1,1,0
ground,63,abra,psychic,,1,1,0,0
ground,64,kadabra,psychic,,1,1,0,0
ground,65,alakazam,psychic,,1,1,0,0
ground,66,machop,fighting,,1,1,0,0
ground,67,machoke,fighting,,1,1,0,0
ground,68,machamp,fighting,,1,1,0,0
ground,69,bellsprout,grass,poison,1,1,1,0
ground,70,weepinbell,grass,poison,1,1,1,0
ground,71,victreebel,grass,poison,1,1,1,0
ground,72,tentacool,water,poison,2,2,1,0
ground,73,tentacruel,water,poison,2,2,1,0
ground,74,geodude,rock,ground,2,2,1,0
ground,75,graveler,rock,ground,2,2,1,0
ground,76,golem,rock,ground,2,2,1,0
ground,77,ponyta,fire,,2,2,0,0
ground,78,rapidash,fire,,2,2,0,0
ground,79,slowpoke,water,psychic,1,1,1,0
ground,80,slowbro,water,psychic,1,1,1,0
ground,81,magnemite,electric,,2,2,0,0
ground,82,magneton,electric,,2,2,0,0
ground,83,farfetchd,normal,flying,0,0,1,0
ground,84,doduo,normal,flying,0,0,1,0
ground,85,dodrio,normal,flying,0,0,1,0
ground,86,seel,water,,1,1,0,0
ground,87,dewgong,water,ice,1,1,1,0
ground,88,grimer,poison,,2,2,0,0
ground,89,muk,poison,,2,2,0,0
ground,90,shellder,water,,1,1,0,0
ground,91,cloyster,water,ice,1,1,1,0
ground,92,gastly,ghost,poison,2,2,1,0
ground,93,haunter,ghost,poison,2,2,1,0
ground,94,gengar,ghost,poison,2,2,1,0
ground,95,onix,rock,ground,2,2,1,0
ground,96,drowzee,psychic,,1,1,0,0
ground,97,hypno,psychic,,1,1,0,0
ground,98,krabby,water,,1,1,0,0
ground,99,kingler,water,,1,1,0,0
ground,100,voltorb,electric,,2,2,0,0
ground,101,electrode,electric,,2,2,0,0
ground,102,exeggcute,grass,psychic,1/2,1/2,1,0
ground,103,exeggutor,grass,psychic,1/2,1/2,1,0
ground,104,cubone,ground,,1,1,0,0
ground,105,marowak,ground,,1,1,0,0
ground,106,hitmonlee,fighting,,1,1,0,0
ground,107,hitmonchan,fighting,,1,1,0,0
ground,108,lickitung,normal,,1,1,0,0
ground,109,koffing,poison,,2,2,0,0
ground,110,weezing,poison,,2,2,0,0
ground,111,rhyhorn,ground,rock,2,2,1,0
ground,112,rhydon,ground,rock,2,2,1,0
ground,113,chansey,normal,,1,1,0,0
ground,114,tangela,grass,,1/2,1/2,0,0
ground,115,kangaskhan,normal,,1,1,0,0
ground,116,horsea,water,,1,1,0,0
ground,117,seadra,water,,1,1,0,0
ground,118,goldeen,water,,1,1,0,0
ground,119,seaking,water,,1,1,0,0
ground,120,staryu,water,,1,1,0,0
ground,121,starmie,water,psychic,1,1,1,0
ground,122,mr-mime,psychic,,1,1,0,0
ground,123,scyther,bug,flying,0,0,1,0
ground,124,jynx,ice,psychic,1,1,1,0
ground,125,electabuzz,electric,,2,2,0,0
ground,126,magmar,fire,,2,2,0,0
ground,127,pinsir,bug,,1/2,1/2,0,0
ground,128,tauros,normal,,1,1,0,0
ground,129,magikarp,water,,1,1,0,0
ground,130,gyarados,water,flying,0,0,1,0
ground,131,lapras,water,ice,1,1,1,0
ground,132,ditto,normal,,1,1,0,0
ground,133,eevee,normal,,1,1,0,0
ground,134,vaporeon,water,,1,1,0,0
ground,135,jolteon,electric,,2,2,0,0
ground,136,flareon,fire,,2,2,0,0
ground,137,porygon,normal,,1,1,0,0
ground,138,omanyte,rock,water,2,2,1,0
ground,139,omastar,rock,water,2,2,1,0
ground,140,kabuto,rock,water,2,2,1,0
ground,141,kabutops,rock,water,2,2,1,0
ground,142,aerodactyl,rock,flying,0,0,1,0
ground,143,snorlax,normal,,1,1,0,0
ground,144,articuno,ice,flying,0,0,1,0
ground,145,zapdos,electric,flying,0,0,1,0
ground,146,moltres,fire,flying,0,0,1,0
ground,147,dratini,dragon,,1,1,0,0
ground,148,dragonair,dragon,,1,1,0,0
ground,149,dragonite,dragon,flying,0,0,1,0
ground,150,mewtwo,psychic,,1,1,0,0
ground,151,mew,psychic,,1,1,0,0
rock,1,bulbasaur,grass,poison,1,1,1,0
rock,2,ivysaur,grass,poison,1,1,1,0
rock,3,venusaur,grass,poison,1,1,1,0
rock,4,charmander,fire,,2,2,0,0
rock,5,charmeleon,fire,,2,2,0,0
rock,6,charizard,fire,flying,4,4,1,0
rock,7,squirtle,water,,1,1,0,0
rock,8,wartortle,water,,1,1,0,0
rock,9,blastoise,water,,1,1,0,0
rock,10,caterpie,bug,,2,2,0,0
rock,11,metapod,bug,,2,2,0,0
rock,12,butterfree,bug,flying,4,4,1,0
rock,13,weedle,bug,poison,2,2,1,0
rock,14,kakuna,bug,poison,2,2,1,0
rock,15,beedrill,bug,poison,2,2,1,0
rock,16,pidgey,normal,flying,2,2,1,0
rock,17,pidgeotto,normal,flying,2,2,1,0
rock,18,pidgeot,normal,flying,2,2,1,0
rock,19,rattata,normal,,1,1,0,0
rock,20,raticate,normal,,1,1,0,0
rock,21,spearow,normal,flying,2,2,1,0
rock,22,fearow,normal,flying,2,2,1,0
rock,23,ekans,poison,,1,1,0,0
rock,24,arbok,poison,,1,1,0,0
rock,25,pikachu,electric,,1,1,0,0
rock,26,raichu,electric,,1,1,0,0
rock,27,sandshrew,ground,,1/2,1/2,0,0
rock,28,sandslash,ground,,1/2,1/2,0,0
rock,29,nidoran-f,poison,,1,1,0,0
rock,30,nidorina,poison,,1,1,0,0
rock,31,nidoqueen,poison,ground,1/2,1/2,1,0
rock,32,nidoran-m,poison,,1,1,0,0
rock,33,nidorino,poison,,1,1,0,0
rock,34,nidoking,poison,ground,1/2,1/2,1,0
rock,35,clefairy,normal,,1,1,0,0
rock,36,clefable,normal,,1,1,0,0
rock,37,vulpix,fire,,2,2,0,0
rock,38,ninetales,fire,,2,2,0,0
rock,39,jigglypuff,normal,,1,1,0,0
rock,40,wigglytuff,normal,,1,1,0,0
rock,41,zubat,poison,flying,2,2,1,0
rock,42,golbat,poison,flying,2,2,1,0
rock,43,oddish,grass,poison,1,1,1,0
rock,44,gloom,grass,poison,1,1,1,0
rock,45,vileplume,grass,poison,1,1,1,0
rock,46,paras,bug,grass,2,2,1,0
rock,47,parasect,bug,grass,2,2,1,0
rock,48,venonat,bug,poison,2,2,1,0
rock,49,venomoth,bug,poison,2,2,1,0
rock,50,diglett,ground,,1/2,1/2,0,0
rock,51,dugtrio,ground,,1/2,1/2,0,0
rock,52,meowth,normal,,1,1,0,0
rock,53,persian,normal,,1,1,0,0
rock,54,psyduck,water,,1,1,0,0
rock,55,golduck,water,,1,1,0,0
rock,56,mankey,fighting,,1/2,1/2,0,0
rock,57,primeape,fighting,,1/2,1/2,0,0
rock,58,growlithe,fire,,2,2,0,0
rock,59,arcanine,fire,,2,2,0,0
rock,60,poliwag,water,,1,1,0,0
rock,61,poliwhirl,water,,1,1,0,0
rock,62,poliwrath,water,fighting,1/2,1/2,1,0
rock,63,abra,psychic,,1,1,0,0
rock,64,kadabra,psychic,,1,1,0,0
rock,65,alakazam,psychic,,1,1,0,0
rock,66,machop,fighting,,1/2,1/2,0,0
rock,67,machoke,fighting,,1/2,1/2,0,0
rock,68,machamp,fighting,,1/2,1/2,0,0
rock,69,bellsprout,grass,poison,1,1,1,0
rock,70,weepinbell,grass,poison,1,1,1,0
rock,71,victreebel,grass,poison,1,1,1,0
rock,72,tentacool,water,poison,1,1,1,0
rock,73,tentacruel,water,poison,1,1,1,0
rock,74,geodude,rock,ground,1/2,1/2,1,0
rock,75,graveler,rock,ground,1/2,1/2,1,0
rock,76,golem,rock,ground,1/2,1/2,1,0
rock,77,ponyta,fire,,2,2,0,0
rock,78,rapidash,fire,,2,2,0,0
rock,79,slowpoke,water,psychic,1,1,1,0
rock,80,slowbro,water,psychic,1,1,1,0
rock,81,magnemite,electric,,1,1,0,0
rock,82,magneton,electric,,1,1,0,0
rock,83,farfetchd,normal,flying,2,2,1,0
rock,84,doduo,normal,flying,2,2,1,0
rock,85,dodrio,normal,flying,2,2,1,0
rock,86,seel,water,,1,1,0,0
rock,87,dewgong,water,ice,2,2,1,0
rock,88,grimer,poison,,1,1,0,0
rock,89,muk,poison,,1,1,0,0
rock,90,shellder,water,,1,1,0,0
rock,91,cloyster,water,ice,2,2,1,0
rock,92,gastly,ghost,poison,1,1,1,0
rock,93,haunter,ghost,poison,1,1,1,0
rock,94,gengar,ghost,poison,1,1,1,0
rock,95,onix,rock,ground,1/2,1/2,1,0
rock,96,drowzee,psychic,,1,1,0,0
rock,97,hypno,psychic,,1,1,0,0
rock,98,krabby,water,,1,1,0,0
rock,99,kingler,water,,1,1,0,0
rock,100,voltorb,electric,,1,1,0,0
rock,101,electrode,electric,,1,1,0,0
rock,102,exeggcute,grass,psychic,1,1,1,0
rock,103,exeggutor,grass,psychic,1,1,1,0
rock,104,cubone,ground,,1/2,1/2,0,0
rock,105,marowak,ground,,1/2,1/2,0,0
rock,106,hitmonlee,fighting,,1/2,1/2,0,0
rock,107,hitmonchan,fighting,,1/2,1/2,0,0
rock,108,lickitung,normal,,1,1,0,0
rock,109,koffing,poison,,1,1,0,0
rock,110,weezing,poison,,1,1,0,0
rock,111,rhyhorn,ground,rock,1/2,1/2,1,0
rock,112,rhydon,ground,rock,1/2,1/2,1,0
rock,113,chansey,normal,,1,1,0,0
rock,114,tangela,grass,,1,1,0,0
rock,115,kangaskhan,normal,,1,1,0,0
rock,116,horsea,water,,1,1,0,0
rock,117,seadra,water,,1,1,0,0
rock,118,goldeen,water,,1,1,0,0
rock,119,seaking,water,,1,1,0,0
rock,120,staryu,water,,1,1,0,0
rock,121,starmie,water,psychic,1,1,1,0
rock,122,mr-mime,psychic,,1,1,0,0
rock,123,scyther,bug,flying,4,4,1,0
rock,124,jynx,ice,psychic,2,2,1,0
rock,125,electabuzz,electric,,1,1,0,0
rock,126,magmar,fire,,2,2,0,0
rock,127,pinsir,bug,,2,2,0,0
rock,128,tauros,normal,,1,1,0,0
rock,129,magikarp,water,,1,1,0,0
rock,130,gyarados,water,flying,2,2,1,0
rock,131,lapras,water,ice,2,2,1,0
rock,132,ditto,normal,,1,1,0,0
rock,133,eevee,normal,,1,1,0,0
rock,134,vaporeon,water,,1,1,0,0
rock,135,jolteon,electric,,1,1,0,0
rock,136,flareon,fire,,2,2,0,0
rock,137,porygon,normal,,1,1,0,0
rock,138,omanyte,rock,water,1,1,1,0
rock,139,omastar,rock,water,1,1,1,0
rock,140,kabuto,rock,water,1,1,1,0
rock,141,kabutops,rock,water,1,1,1,0
rock,142,aerodactyl,rock,flying,2,2,1,0
rock,143,snorlax,normal,,1,1,0,0
rock,144,articuno,ice,flying,4,4,1,0
rock,145,zapdos,electric,flying,2,2,1,0
rock,146,moltres,fire,flying,4,4,1,0
rock,147,dratini,dragon,,1,1,0,0
rock,148,dragonair,dragon,,1,1,0,0
rock,149,dragonite,dragon,flying,2,2,1,0
rock,150,mewtwo,psychic,,1,1,0,0
rock,151,mew,psychic,,1,1,0,0
bug,1,bulbasaur,grass,poison,4,1,1,1
bug,2,ivysaur,grass,poison,4,1,1,1
bug,3,venusaur,grass,poison,4,1,1,1
bug,4,charmander,fire,,1/2,1/2,0,0
bug,5,charmeleon,fire,,1/2,1/2,0,0
bug,6,charizard,fire,flying,1/4,1/4,1,0
bug,7,squirtle,water,,1,1,0,0
bug,8,wartortle,water,,1,1,0,0
bug,9,blastoise,water,,1,1,0,0
bug,10,caterpie,bug,,1,1,0,0
bug,11,metapod,bug,,1,1,0,0
bug,12,butterfree,bug,flying,1/2,1/2,1,0
bug,13,weedle,bug,poison,2,1/2,1,1
bug,14,kakuna,bug,poison,2,1/2,1,1
bug,15,beedrill,bug,poison,2,1/2,1,1
bug,16,pidgey,normal,flying,1/2,1/2,1,0
bug,17,pidgeotto,normal,flying,1/2,1/2,1,0
bug,18,pidgeot,normal,flying,1/2,1/2,1,0
bug,19,rattata,normal,,1,1,0,0
bug,20,raticate,normal,,1,1,0,0
bug,21,spearow,normal,flying,1/2,1/2,1,0
bug,22,fearow,normal,flying,1/2,1/2,1,0
bug,23,ekans,poison,,2,1/2,0,1
bug,24,arbok,poison,,2,1/2,0,1
bug,25,pikachu,electric,,1,1,0,0
bug,26,raichu,electric,,1,1,0,0
bug,27,sandshrew,ground,,1,1,0,0
bug,28,sandslash,ground,,1,1,0,0
bug,29,nidoran-f,poison,,2,1/2,0,1
bug,30,nidorina,poison,,2,1/2,0,1
bug,31,nidoqueen,poison,ground,2,1/2,1,1
bug,32,nidoran-m,poison,,2,1/2,0,1
bug,33,nidorino,poison,,2,1/2,0,1
bug,34,nidoking,poison,ground,2,1/2,1,1
bug,35,clefairy,normal,,1,1,0,0
bug,36,clefable,normal,,1,1,0,0
bug,37,vulpix,fire,,1/2,1/2,0,0
bug,38,ninetales,fire,,1/2,1/2,0,0
bug,39,jigglypuff,normal,,1,1,0,0
bug,40,wigglytuff,normal,,1,1,0,0
bug,41,zubat,poison,flying,1,1/4,1,1
bug,42,golbat,poison,flying,1,1/4,1,1
bug,43,oddish,grass,poison,4,1,1,1
bug,44,gloom,grass,poison,4,1,1,1
bug,45,vileplume,grass,poison,4,1,1,1
bug,46,paras,bug,grass,2,2,1,0
bug,47,parasect,bug,grass,2,2,1,0
bug,48,venonat,bug,poison,2,1/2,1,1
bug,49,venomoth,bug,poison,2,1/2,1,1
bug,50,diglett,ground,,1,1,0,0
bug,51,dugtrio,ground,,1,1,0,0
bug,52,meowth,normal,,1,1,0,0
bug,53,persian,normal,,1,1,0,0
bug,54,psyduck,water,,1,1,0,0
bug,55,golduck,water,,1,1,0,0
bug,56,mankey,fighting,,1/2,1/2,0,0
bug,57,primeape,fighting,,1/2,1/2,0,0
bug,58,growlithe,fire,,1/2,1/2,0,0
bug,59,arcanine,fire,,1/2,1/2,0,0
bug,60,poliwag,water,,1,1,0,0
bug,61,poliwhirl,water,,1,1,0,0
bug,62,poliwrath,water,fighting,1/2,1/2,1,0
bug,63,abra,psychic,,2,2,0,0
bug,64,kadabra,psychic,,2,2,0,0
bug,65,alakazam,psychic,,2,2,0,0
bug,66,machop,fighting,,1/2,1/2,0,0
bug,67,machoke,fighting,,1/2,1/2,0,0
bug,68,machamp,fighting,,1/2,1/2,0,0
bug,69,bellsprout,grass,poison,4,1,1,1
bug,70,weepinbell,grass,poison,4,1,1,1
bug,71,victreebel,grass,poison,4,1,1,1
bug,72,tentacool,water,poison,2,1/2,1,1
bug,73,tentacruel,water,poison,2,1/2,1,1
bug,74,geodude,rock,ground,1,1,1,0
bug,75,graveler,rock,ground,1,1,1,0
bug,76,golem,rock,ground,1,1,1,0
bug,77,ponyta,fire,,1/2,1/2,0,0
bug,78,rapidash,fire,,1/2,1/2,0,0
bug,79,slowpoke,water,psychic,2,2,1,0
bug,80,slowbro,water,psychic,2,2,1,0
bug,81,magnemite,electric,,1,1,0,0
bug,82,magneton,electric,,1,1,0,0
bug,83,farfetchd,normal,flying,1/2,1/2,1,0
bug,84,doduo,normal,flying,1/2,1/2,1,0
bug,85,dodrio,normal,flying,1/2,1/2,1,0
bug,86,seel,water,,1,1,0,0
bug,87,dewgong,water,ice,1,1,1,0
bug,88,grimer,poison,,2,1/2,0,1
bug,89,muk,poison,,2,1/2,0,1
bug,90,shellder,water,,1,1,0,0
bug,91,cloyster,water,ice,1,1,1,0
bug,92,gastly,ghost,poison,1,1/4,1,1
bug,93,haunter,ghost,poison,1,1/4,1,1
bug,94,gengar,ghost,poison,1,1/4,1,1
bug,95,onix,rock,ground,1,1,1,0
bug,96,drowzee,psychic,,2,2,0,0
bug,97,hypno,psychic,,2,2,0,0
bug,98,krabby,water,,1,1,0,0
bug,99,kingler,water,,1,1,0,0
bug,100,voltorb,electric,,1,1,0,0
bug,101,electrode,electric,,1,1,0,0
bug,102,exeggcute,grass,psychic,4,4,1,0
bug,103,exeggutor,grass,psychic,4,4,1,0
bug,104,cubone,ground,,1,1,0,0
bug,105,marowak,ground,,1,1,0,0
bug,106,hitmonlee,fighting,,1/2,1/2,0,0
bug,107,hitmonchan,fighting,,1/2,1/2,0,0
bug,108,lickitung,normal,,1,1,0,0
bug,109,koffing,poison,,2,1/2,0,1
bug,110,weezing,poison,,2,1/2,0,1
bug,111,rhyhorn,ground,rock,1,1,1,0
bug,112,rhydon,ground,rock,1,1,1,0
bug,113,chansey,normal,,1,1,0,0
bug,114,tangela,grass,,2,2,0,0
bug,115,kangaskhan,normal,,1,1,0,0
bug,116,horsea,water,,1,1,0,0
bug,117,seadra,water,,1,1,0,0
bug,118,goldeen,water,,1,1,0,0
bug,119,seaking,water,,1,1,0,0
bug,120,staryu,water,,1,1,0,0
bug,121,starmie,water,psychic,2,2,1,0
bug,122,mr-mime,psychic,,2,2,0,0
bug,123,scyther,bug,flying,1/2,1/2,1,0
bug,124,jynx,ice,psychic,2,2,1,0
bug,125,electabuzz,electric,,1,1,0,0
bug,126,magmar,fire,,1/2,1/2,0,0
bug,127,pinsir,bug,,1,1,0,0
bug,128,tauros,normal,,1,1,0,0
bug,129,magikarp,water,,1,1,0,0
bug,130,gyarados,water,flying,1/2,1/2,1,0
bug,131,lapras,water,ice,1,1,1,0
bug,132,ditto,normal,,1,1,0,0
bug,133,eevee,normal,,1,1,0,0
bug,134,vaporeon,water,,1,1,0,0
bug,135,jolteon,electric,,1,1,0,0
bug,136,flareon,fire,,1/2,1/2,0,0
bug,137,porygon,normal,,1,1,0,0
bug,138,omanyte,rock,water,1,1,1,0
bug,139,omastar,rock,water,1,1,1,0
bug,140,kabuto,rock,water,1,1,1,0
bug,141,kabutops,rock,water,1,1,1,0
bug,142,aerodactyl,rock,flying,1/2,1/2,1,0
bug,143,snorlax,normal,,1,1,0,0
bug,144,articuno,ice,flying,1/2,1/2,1,0
bug,145,zapdos,electric,flying,1/2,1/2,1,0
bug,146,moltres,fire,flying,1/4,1/4,1,0
bug,147,dratini,dragon,,1,1,0,0
bug,148,dragonair,dragon,,1,1,0,0
bug,149,dragonite,dragon,flying,1/2,1/2,1,0
bug,150,mewtwo,psychic,,2,2,0,0
bug,151,mew,psychic,,2,2,0,0
ghost,1,bulbasaur,grass,poison,1,1,1,0
ghost,2,ivysaur,grass,poison,1,1,1,0
ghost,3,venusaur,grass,poison,1,1,1,0
ghost,4,charmander,fire,,1,1,0,0
ghost,5,charmeleon,fire,,1,1,0,0
ghost,6,charizard,fire,flying,1,1,1,0
ghost,7,squirtle,water,,1,1,0,0
ghost,8,wartortle,water,,1,1,0,0
ghost,9,blastoise,water,,1,1,0,0
ghost,10,caterpie,bug,,1,1,0,0
ghost,11,metapod,bug,,1,1,0,0
ghost,12,butterfree,bug,flying,1,1,1,0
ghost,13,weedle,bug,poison,1,1,1,0
ghost,14,kakuna,bug,poison,1,1,1,0
ghost,15,beedrill,bug,poison,1,1,1,0
ghost,16,pidgey,normal,flying,0,0,1,0
ghost,17,pidgeotto,normal,flying,0,0,1,0
ghost,18,pidgeot,normal,flying,0,0,1,0
ghost,19,rattata,normal,,0,0,0,0
ghost,20,raticate,normal,,0,0,0,0
ghost,21,spearow,normal,flying,0,0,1,0
ghost,22,fearow,normal,flying,0,0,1,0
ghost,23,ekans,poison,,1,1,0,0
ghost,24,arbok,poison,,1,1,0,0
ghost,25,pikachu,electric,,1,1,0,0
ghost,26,raichu,electric,,1,1,0,0
ghost,27,sandshrew,ground,,1,1,0,0
ghost,28,sandslash,ground,,1,1,0,0
ghost,29,nidoran-f,poison,,1,1,0,0
ghost,30,nidorina,poison,,1,1,0,0
ghost,31,nidoqueen,poison,ground,1,1,1,0
ghost,32,nidoran-m,poison,,1,1,0,0
ghost,33,nidorino,poison,,1,1,0,0
ghost,34,nidoking,poison,ground,1,1,1,0
ghost,35,clefairy,normal,,0,0,0,0
ghost,36,clefable,normal,,0,0,0,0
ghost,37,vulpix,fire,,1,1,0,0
ghost,38,ninetales,fire,,1,1,0,0
ghost,39,jigglypuff,normal,,0,0,0,0
ghost,40,wigglytuff,normal,,0,0,0,0
ghost,41,zubat,poison,flying,1,1,1,0
ghost,42,golbat,poison,flying,1,1,1,0
ghost,43,oddish,grass,poison,1,1,1,0
ghost,44,gloom,grass,poison,1,1,1,0
ghost,45,vileplume,grass,poison,1,1,1,0
ghost,46,paras,bug,grass,1,1,1,0
ghost,47,parasect,bug,grass,1,1,1,0
ghost,48,venonat,bug,poison,1,1,1,0
ghost,49,venomoth,bug,poison,1,1,1,0
ghost,50,diglett,ground,,1,1,0,0
ghost,51,dugtrio,ground,,1,1,0,0
ghost,52,meowth,normal,,0,0,0,0
ghost,53,persian,normal,,0,0,0,0
ghost,54,psyduck,water,,1,1,0,0
ghost,55,golduck,water,,1,1,0,0
ghost,56,mankey,fighting,,1,1,0,0
ghost,57,primeape,fighting,,1,1,0,0
ghost,58,growlithe,fire,,1,1,0,0
ghost,59,arcanine,fire,,1,1,0,0
ghost,60,poliwag,water,,1,1,0,0
ghost,61,poliwhirl,water,,1,1,0,0
ghost,62,poliwrath,water,fighting,1,1,1,0
ghost,63,abra,psychic,,0,2,0,1
ghost,64,kadabra,psychic,,0,2,0,1
ghost,65,alakazam,psychic,,0,2,0,1
ghost,66,machop,fighting,,1,1,0,0
ghost,67,machoke,fighting,,1,1,0,0
ghost,68,machamp,fighting,,1,1,0,0
ghost,69,bellsprout,grass,poison,1,1,1,0
ghost,70,weepinbell,grass,poison,1,1,1,0
ghost,71,victreebel,grass,poison,1,1,1,0
ghost,72,tentacool,water,poison,1,1,1,0
ghost,73,tentacruel,water,poison,1,1,1,0
ghost,74,geodude,rock,ground,1,1,1,0
ghost,75,graveler,rock,ground,1,1,1,0
ghost,76,golem,rock,ground,1,1,1,0
ghost,77,ponyta,fire,,1,1,0,0
ghost,78,rapidash,fire,,1,1,0,0
ghost,79,slowpoke,water,psychic,0,2,1,1
ghost,80,slowbro,water,psychic,0,2,1,1
ghost,81,magnemite,electric,,1,1,0,0
ghost,82,magneton,electric,,1,1,0,0
ghost,83,farfetchd,normal,flying,0,0,1,0
ghost,84,doduo,normal,flying,0,0,1,0
ghost,85,dodrio,normal,flying,0,0,1,0
ghost,86,seel,water,,1,1,0,0
ghost,87,dewgong,water,ice,1,1,1,0
ghost,88,grimer,poison,,1,1,0,0
ghost,89,muk,poison,,1,1,0,0
ghost,90,shellder,water,,1,1,0,0
ghost,91,cloyster,water,ice,1,1,1,0
ghost,92,gastly,ghost,poison,2,2,1,0
ghost,93,haunter,ghost,poison,2,2,1,0
ghost,94,gengar,ghost,poison,2,2,1,0
ghost,95,onix,rock,ground,1,1,1,0
ghost,96,drowzee,psychic,,0,2,0,1
ghost,97,hypno,psychic,,0,2,0,1
ghost,98,krabby,water,,1,1,0,0
ghost,99,kingler,water,,1,1,0,0
ghost,100,voltorb,electric,,1,1,0,0
ghost,101,electrode,electric,,1,1,0,0
ghost,102,exeggcute,grass,psychic,0,2,1,1
ghost,103,exeggutor,grass,psychic,0,2,1,1
ghost,104,cubone,ground,,1,1,0,0
ghost,105,marowak,ground,,1,1,0,0
ghost,106,hitmonlee,fighting,,1,1,0,0
ghost,107,hitmonchan,fighting,,1,1,0,0
ghost,108,lickitung,normal,,0,0,0,0
ghost,109,koffing,poison,,1,1,0,0
ghost,110,weezing,poison,,1,1,0,0
ghost,111,rhyhorn,ground,rock,1,1,1,0
ghost,112,rhydon,ground,rock,1,1,1,0
ghost,113,chansey,normal,,0,0,0,0
ghost,114,tangela,grass,,1,1,0,0
ghost,115,kangaskhan,normal,,0,0,0,0
ghost,116,horsea,water,,1,1,0,0
ghost,117,seadra,water,,1,1,0,0
ghost,118,goldeen,water,,1,1,0,0
ghost,119,seaking,water,,1,1,0,0
ghost,120,staryu,water,,1,1,0,0
ghost,121,starmie,water,psychic,0,2,1,1
ghost,122,mr-mime,psychic,,0,2,0,1
ghost,123,scyther,bug,flying,1,1,1,0
ghost,124,jynx,ice,psychic,0,2,1,1
ghost,125,electabuzz,electric,,1,1,0,0
ghost,126,magmar,fire,,1,1,0,0
ghost,127,pinsir,bug,,1,1,0,0
ghost,128,tauros,normal,,0,0,0,0
ghost,129,magikarp,water,,1,1,0,0
